Program Title,Program Number
Capital Assistance Program for Reducing Energy Consumption and Greenhouse Gas Emissions,20.523
Alcohol Impaired Driving Countermeasures Incentive Grants I,20.601
Occupant Protection Incentive Grants,20.602
Safety Incentives to Prevent Operation of Motor Vehicles by Intoxicated Persons,20.605
Safety Belt Performance Grants,20.609
State Traffic Safety Information System Improvement Grants,20.610
Incentive Grant Program to Increase Motorcyclist Safety,20.612
Child Safety and Child Booster Seats Incentive Grants,20.613
E-911 Grant Program,20.615
RITA Hydrogen,20.704
Technology Development Grant,20.722
University Transportation Centers,20.760
Biobased Transportation Research,20.761
Research Grants,20.762
Research and Innovative Technology (RIT) Hydrogen Alternative Fuel Life Cycle,20.763
Hydrogen Storage Research and Development,20.764
Supplementary Training,20.810
Fireboat Construction,20.815
Great Ships Initiative,20.818
Port of Guam Improvement Enterprise Program,20.822
Transportation_Consumer Affairs,20.900
Bonding Assistance Program,20.904
Disadvantaged Business Enterprises Short Term Lending Program,20.905
Entrepreneurial Training and Technical Assistance Women and Girls Program,20.907
Surface Transportation Discretionary Grants for Capital Investment,20.932
State and Local Government Data Analysis Tools for Roadway Safety,20.935
Taxpayer Service,21.003
Exchange of Federal Tax Information With State Tax Agencies,21.004
Financial Education and Counseling Pilot Program,21.010
Qualifying Therapeutic Discovery Project Credit,21.013
Coronavirus Relief Fund,21.019
Community Development Financial Institutions Rapid Response Program (CDFI RRP),21.024
Coronavirus Economic Relief for Transportation Services Act,21.028
Community Development Financial Institutions Fund Equitable Recovery Program (CDFI ERP),21.033
Federal Civil Service Employment,27.001
Federal Employment Assistance for Veterans,27.002
Federal Student Temporary Employment Program,27.003
Federal Employment for Individuals With Disabilities,27.005
Federal Summer Employment,27.006
Intergovernmental Personnel Act (IPA) Mobility Program,27.011
Presidential Management Intern Program,27.013
"Clearinghouse Services, Civil Rights Discrimination Complaints",29.001
Employment Discrimination Title VII of the Civil Rights Act of 1964,30.001
Employment Discrimination_State and Local Fair Employment Practices Agency Contracts,30.002
Employment Discrimination Private Bar Program,30.005
Employment Discrimination Age Discrimination in Employment,30.008
Employment Discrimination Project Contracts_Indian Tribes,30.009
Employment Discrimination Equal Pay Act,30.010
Employment Discrimination Title I of The Americans with Disabilities Act,30.011
Employment Discrimination-Title II of the Genetic Information Nondiscrimination Act of 2008,30.013
Communications Information and Assistance and Investigation of Complaints,32.001
Shipping_Dispute Resolution and Investigation of Complaints,33.001
Labor Mediation and Conciliation,34.001
Labor Management Cooperation,34.002
Fair Competition Counseling and Investigation of Complaints,36.001
Training and Technical Assistance for State Appraiser Regulatory Agencies,38.008
Federal Citizen Information Center,39.009
Public Buildings Service,39.012
Depository Libraries for Government Publications,40.001
Government Publications Sales and Distribution,40.002
Books for the Blind and Physically Handicapped,42.001
Copyright Service,42.002
Semiconductor Chip Protection Service,42.008
Vessel Hull Design Protection Service,42.009
Connecting Communities Digital Initiative,42.012
Of the People: Community Collections Grants,42.013
Affiliate Centers for the Book Programming Grants,42.014
Lewis-Houghton Civics and Democracy Initiative,42.015
"Aeronautics, Recovery Act",43.004
"Exploration, Recovery Act",43.005
"Science, Recovery Act",43.006
Construction & Environmental Compliance & Remediation,43.010
Office of Inspector General,43.011
Science Mission Directorate,43.013
"Credit Union Charter, Examination, Supervision, and Insurance",44.001
Grants to State Library Administrative Agencies,45.016
Laura Bush 21st Century Librarian Program,45.017
National Leadership Grants,45.018
Museum Grants for African American History and Culture,45.019
Native American/Native Hawaiian Museum Services,45.028
Native American and Native Hawaiian Library Services,45.029
Museums for America,45.030
Humanities Data and Evaluation,45.159
Promotion of the Humanities_We the People,45.168
Museum Assessment Program,45.302
Conservation Project Support,45.303
Conservation Assessment Program,45.304
21st Century Museum Professionals,45.307
Peace Corps’ Global Health and PEPFAR Initiative Program,45.400
Labor-Management Relations,46.001
Office of Cyberinfrastructure,47.080
Office of Experimental Program to Stimulate Competitive Research,47.081
Trans-NSF Recovery Act Reasearch Support,47.082
Economic Recovery Payments,57.005
Securities_Investigation of Complaints and SEC Information,58.001
Procurement Assistance to Small Businesses,59.009
Small Disadvantaged Businesses,59.049
New Markets Venture Capital Program,59.051
7(a)Export Loan Guarantees,59.054
Secondary Market Lending Authority,59.056
America's Recovery Capital Loans,59.057
Small Business Teaming Pilot Program,59.060
Disaster Assistance Loans (Disaster Relief Appropriations Act),59.063
Entrepreneurial Development Disaster Assistance (Disaster Relief Appropriations Act),59.064
ScaleUp America,59.068
Drug-Free Workplace Program,59.070
"Makerspace Training, Collaboration, and Hiring (MaTCH)",59.071
OED Resource Partners Training Portal (RPTP),59.074
Lab-to-Market,59.076
Blind Rehabilitation Centers,64.007
Veterans Domiciliary Care,64.008
Veterans Medical Care Benefits,64.009
Veterans Nursing Home Care,64.010
Veterans Dental Care,64.011
Veterans Prescription Service,64.012
Veterans Prosthetic Appliances,64.013
Veterans State Hospital Care,64.016
Sharing Specialized Medical Resources,64.018
Veterans Rehabilitation_Alcohol and Drug Dependence,64.019
Veterans Home Based Primary Care,64.022
Post-9/11 Veterans Educational Assistance,64.027
Purchase Care Program,64.029
Life Insurance for Veterans – Face Amount of New Life Insurance Policies Issued,64.030
Veterans Retraining Assistance Program (VRAP),64.036
Grants for the Rural Veterans Coordination Pilot,64.038
VHA Inpatient Medicine,64.040
VHA Outpatient Specialty Care,64.041
VHA Inpatient Surgery,64.042
VHA Mental Health Residential,64.043
VHA Home Care,64.044
VHA Outpatient Ancillary Services,64.045
VHA Inpatient Psychiatry,64.046
VHA Primary Care,64.047
VHA Mental Health clinics,64.048
VHA Community Living Center,64.049
VHA Diagnostic Care,64.050
Veterans Employment Pay for Success Program,64.052
Legal Services for Veterans - Legal Assistance for Access to VA Programs (LSV-A) Grant Program,64.060
Life Insurance for Veterans,64.103
Veterans Information and Assistance,64.115
Veterans Housing_Manufactured Home Loans,64.119
Community Action for a Renewed Environment (CARE) Program,66.035
Clean School Bus USA,66.036
Climate Showcase Communities Grant Program,66.041
Temporally Integrated Monitoring of Ecosystems (TIME) and Long-Term Monitoring (LTM) Program,66.042
"Regional Healthy Indoor Air Projects for Community Outreach and Education, Surveys, Studies, Research, Investigations, Demonstrations, and Special Purpose Activities Relating to the Clean Air Act",66.043
Greenhouse Gas and Zero Emission On-road Mobile Source Standards,66.048
Potomac Highlands Implementation Grants,66.050
Healthy Communities Grant Program,66.110
Regional Environmental Priority Projects,66.111
"Surveys, Studies, Investigations, Training, Demonstrations, and Special Purpose Grants for Regional Geographic Initiatives",66.112
Region 3 Environmental Priority Projects,66.113
Regional Geographic Initiative/Environmental Priority Projects,66.116
Region 9 Multi-Media and Geographic Priority Projects,66.117
West Coast Estuaries Initiative,66.119
Puget Sound Watershed Management Assistance,66.120
"Puget Sound Action Agenda Outreach, Education and Stewardship Support Program",66.122
Southeastern U.S. Regional Targeted Watershed Initiative,66.127
Southeastern Multi-Media and Geographic Priority Projects,66.128
Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,66.310
Targeted Watersheds Grants,66.439
Urban Waters Small Grants,66.440
Healthy Watersheds Consortium Grant Program,66.441
Water Quality Cooperative Agreements,66.463
Wastewater Operator Training Grant Program,66.467
State Grants to Reimburse Operators of Small Water Systems for Training and Certification Costs,66.471
Water Protection Grants to the States,66.474
Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots,66.478
Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,66.479
Assessment and Watershed Protection Program Grants,66.480
Disaster Relief Appropriations Act (DRAA) Hurricane Sandy Capitalization Grants For Clean Water State Revolving Funds,66.482
Disaster Relief Appropriations Act (DRAA) Hurricane Sandy Capitalization Grants for Drinking Water State Revolving Funds,66.483
Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,66.512
Greater Research Opportunities (GRO) Fellowships For Undergraduate Environmental Study,66.513
Science To Achieve Results (STAR) Fellowship Program,66.514
Greater Research Opportunities (GRO) Research Program,66.515
Regional Applied Research Efforts (RARE),66.517
"Surveys, Studies, Investigations, Training Demonstrations and Educational Outreach Related to Environmental Information and the Release of Toxic Chemicals",66.612
Multi-Media Capacity Building Grants for States and Tribes,66.709
Lead Educational Outreach and Baseline Assessment of Tribal Children's Exposure and Risks Associated With Lead,66.715
National Community-Based Lead Outreach and Training Grant Program,66.718
Center of Excellence for Chemical Alternatives Assessment,66.719
Reducing Embodied Greenhouse Gas Emissions for Construction Materials and Products,66.721
Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program,66.810
Disaster Relief Appropriations Act (DRAA) Hurricane Sandy Leaking Underground Storage Tank Trust Fund Corrective Action Program,66.819
Environmental Policy and State Sustainability Grants,66.940
National Network for Environmental Management Studies Fellowship Program,66.952
Building Capacity to Implement EPA National Guidelines for School Environmental Health Programs,66.953
Tribal ecoAmbassadors,66.954
Healthy Environmental Living Program (HELP),66.963
National Gallery of Art Extension Service,68.001
Foreign Investment Financing,70.002
Foreign Investment Insurance,70.003
U. S. Nuclear Regulatory Commission Nuclear Education Grant Program,77.006
Commodity Futures Reparations Claims,78.004
Granting of Patent Licenses,81.003
Remedial Action and Waste Management,81.006
Laboratory Equipment Donation Program,81.022
Inventions and Innovations,81.036
Office of Scientific and Technical Information,81.064
Regional Biomass Energy Programs,81.079
"National Industrial Competitiveness through Energy, Environment, and Economics",81.105
University Reactor Infrastructure and Education Support,81.114
Energy Efficient Appliance Rebate Program (EEARP),81.127
"Energy Efficiency and Renewable Energy Technology Deployment, Demonstration and Commercialization",81.129
Carbon Capture and Storage-FutureGen 2.0,81.130
Expand and Extend Clean Coal Power Initiative,81.131
Geologic Sequestration Site Characterization,81.132
Geologic Sequestration Training and Research Grant Program,81.133
Industrial Carbon Capture and Storage (CCS) Application,81.134
Environmental Management R&D and Validation Testing on High Efficiency Particulate Air (HEPA) Filters,81.139
Federal Family Education Loans,84.032
Perkins Loan Cancellations,84.037
Federal Perkins Loan Program_Federal Capital Contributions,84.038
Leveraging Educational Assistance Partnership,84.069
Women's Educational Equity Program,84.083
Rehabilitation Services_Service Projects,84.128
Centers for Independent Living,84.132
National Institute on Disability and Rehabilitation Research,84.133
Independent Living_State Grants,84.169
Javits Fellowships,84.170
Byrd Honors Scholarships,84.185
Safe and Drug-Free Schools and Communities_State Grants,84.186
Star Schools,84.203
Even Start_State Educational Agencies,84.213
Even Start_Migrant Education,84.214
Assistive Technology,84.224
Projects with Industry,84.234
Tech-Prep Education,84.243
Territories and Freely Associated States Education Grant Program,84.256
National Institute for Literacy,84.257
Even Start_Indian Tribes and Tribal Organizations,84.258
Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training,84.265
Institute for International Public Policy,84.269
Rehabilitation Training_General Training,84.275
Ready to Teach,84.286
Foreign Language Assistance,84.293
State Grants for Innovative Programs,84.298
Civic Education - We the People and the Cooperative Education Exchange Program,84.304
Educational Technology State Grants,84.318
Advanced Placement Program (Advanced Placement Test Fee; Advanced Placement Incentive Program Grants),84.330
Grants to States for Workplace and Community Transition Training for Incarcerated Individuals,84.331
Comprehensive School Reform Demonstration,84.332
"Demonstration Projects to Support Postsecondary Faculty, Staff, and Administrations in Educating Students with Disabilities",84.333
International Education_Technological Innovation and Cooperation for Foreign Information Access,84.337
Assistive Technology_State Grants for Protection and Advocacy,84.343
Underground Railroad Educational and Cultural Program,84.345
Early Childhood Educator Professional Development,84.349
Transition to Teaching,84.350
Reading First State Grants,84.357
Early Reading First,84.359
High School Graduation Initiative,84.360
Voluntary Public School Choice,84.361
School Leader Recruitment and Support (formerly School Leadership),84.363
Improving Literacy Through School Libraries,84.364
Mathematics and Science Partnerships,84.366
Academic Competitiveness Grants,84.375
National Science and Mathematics Access to Retain Talent (SMART) Grants,84.376
School Improvement Grants,84.377
College Access Challenge Grant Program,84.378
"Baccalaureate Degrees in Science, Technology, Engineering, Mathematics, and Critical Foreign Languages and Master's Degrees in Science, Technology, Engineering, Mathematics, and Critical Foreign Languages",84.381
Homeless Education Disaster Assistance Program,84.383
"Statewide Data Systems, Recovery Act",84.384
"Teacher Incentive Fund, Recovery Act",84.385
"Education Technology State Grants, Recovery Act",84.386
"Education for Homeless Children and Youth, Recovery Act",84.387
"School Improvement Grants, Recovery Act",84.388
"Title I Grants to Local Educational Agencies, Recovery Act",84.389
"Rehabilitation Services-Vocational Rehabilitation Grants to States, Recovery Act",84.390
"Special Education Grants to States, Recovery Act",84.391
"Special Education - Preschool Grants, Recovery Act",84.392
"Special Education - Grants for Infants and Families, Recovery Act",84.393
"State Fiscal Stabilization Fund (SFSF) -  Education State Grants, Recovery Act",84.394
"State Fiscal Stabilization Fund (SFSF) - Race-to-the-Top Incentive Grants, Recovery Act",84.395
"State Fiscal Stabilization Fund (SFSF) - Investing in Innovation (i3) Fund, Recovery Act",84.396
"State Fiscal Stabilization Fund (SFSF) - Government Services, Recovery Act",84.397
"Independent Living State Grants, Recovery Act",84.398
"Independent Living Services for Older Individuals Who are Blind, Recovery Act",84.399
"Centers for Independent Living, Recovery Act.",84.400
"Impact Aid School Construction, Recovery Act",84.401
"Consolidated Grants to the Outlying Areas, Recovery Act",84.402
"Impact Aid -- School Construction Formula Grants, Recovery Act",84.404
"Teacher Quality Partnerships, Recovery Act",84.405
"Capacity Building for Traditionally Underserved Populations, Recovery Act.",84.406
Civil Legal Assistance Attorney Student Loan Repayment Program,84.409
Education Jobs Fund,84.410
Race to the Top – Early Learning Challenge,84.412
Race to the Top,84.413
Graduate Research Opportunities for Minority Students (Minorities and Retirement Security Program),84.414
Race to the Top - District Grants,84.416
Promoting Readiness of Minors in Supplemental Security Income,84.418
Preschool Development Grants,84.419
Performance Partnership Pilots for Disconnected Youth,84.420
Congressionally Directed Spending—Rehabilitation Services and Disability Research,84.427
Disaster Recovery Assistance for Education,84.938
Harry S Truman Scholarship Program,85.001
MCC Domestic Assistance for Overseas Programs,85.003
Christopher Columbus Fellowship Program,85.100
Homeland Security Award,85.101
Christopher Columbus Awards,85.102
Freida J. Riley Teacher Award,85.103
Life Sciences Awards,85.104
Agriscience Awards,85.105
Rural Water Investment Evaluations (MOZMBIQUE),85.111
Woodrow Wilson Center Fellowships in the Humanities and Social Sciences,85.300
James Madison Memorial Fellowship Program,85.500
Smithsonian Institution Fellowship Program,85.601
U.S. Faculty Scholar Grants,85.801
Fellowship Program,85.802
Visiting Scholar Grants,85.803
Architectural and Transportation Barriers Compliance Board,88.001
Cooperative Agreements to Support the Programs of the National Archives and Records Administration (NARA),89.005
Delta Area Economic Development,90.201
Delta Local Development District Assistance,90.202
Delta Creative Place-Making Pilot Initiative,90.203
States' Economic Development Assistance Program,90.204
Help America Vote Mock Election Program,90.402
U.S. Election Assistance Commission Research Grants,90.403
Federal Permitting Improvement Steering Council Environmental Review Improvement Fund (ERIF) Funding Program,90.800
Annual Grant Competition,91.001
Priority Grant Competition,91.002
91.003 Annual Senior Fellowship Competition,91.003
Public Education for Peacebuilding Awards Program,91.004
Civil Rights and Privacy Rule Compliance Activities,93.001
Public Health and Social Services Emergency Fund,93.003
Cooperative Agreements to Improve the Health Status of Minority Populations,93.004
State and Territorial and Technical Assistance Capacity Development Minority HIV/AIDS Demonstration Program,93.006
Compassion Capital Fund,93.009
Community-Based Abstinence Education (CBAE),93.010
"Improving, Enhancing, and Evaluating Outcomes of Comprehensive Heart Health Care Programs for High-Risk Women",93.012
Ambassadors for Change Program,93.013
Steps to Healthier Girls Program,93.014
HIV Prevention Programs for Women,93.015
Postal Model for Medical Countermeasures Delivery and Distribution,93.016
Strengthening the Management and Services of the Women's and Children's Hospitals in Kabul,93.017
Strengthening Public Health Services at the Outreach Offices of the U.S.-Mexico Border Health Commission,93.018
PPHF - Applied Leadership for Community Health Improvement,93.055
Initiative to Educate State and Territorial Officials about Maintaining and Strengthening Public Health in a Changing Environment,93.056
National Resource Center for HIV Prevention Among Adolescents,93.057
"Tobacco Regulation Awareness, Communication, and Education Program",93.058
Biomonitoring Programs for State Public Health Laboratories,93.062
Centers for Genomics and Public Health,93.063
"Laboratory Training, Evaluation, and Quality Assurance Programs",93.064
Hospital Preparedness Program (HPP) and Public Health Emergency Preparedness (PHEP) Aligned Cooperative Agreements,93.074
Systems Interoperability_Health and Human Services,93.075
TANF Program Integrity Innovation Grants,93.076
Sodium Reduction in Communities,93.082
Social Services and Income Maintenance Benefits Enrollment Coordination Grants,93.091
Health Profession Opportunity Grants,93.093
Well-Integrated Screening and Evaluation for Women Across the Nation,93.094
HHS Programs for Disaster Relief Appropriations Act - Non Construction,93.095
HHS Programs for Disaster Relief Appropriations Act - Construction,93.096
Tribal Public Health Capacity Building and Quality Improvement,93.098
Health Disparities in Minority Health,93.100
Bilingual/Bicultural Service Demonstration Grants,93.105
Adolescent Family Life Research Grants,93.111
"Geriatric Training for Physicians, Dentists and Behavioral/Mental Health Professionals",93.156
Podiatric Residency Training in Primary Care,93.181
Health Education Training Centers Continuing Educational Support for Health Professionals Serving in Underserved Communities,93.189
Quentin N. Burdick Program for Rural Interdisciplinary Training,93.192
Capacity Building Among American Indian Tribes,93.202
Surveillance of Hazardous Substance Emergency Events,93.204
Human Health Studies_Applied Research and Development,93.206
Great Lakes Human Health Effects Research,93.208
Contraception and Infertility Research Loan Repayment Program,93.209
Telehealth Programs,93.211
Chiropractic Demonstration Project Grants,93.212
Demonstration Cooperative Agreements for Development and Implementation of Criminal Justice Treatment Networks,93.229
Consolidated Knowledge Development and Application (KD&A) Program,93.230
Loan Repayment Program for General Research,93.232
Cooperative Agreements for State Treatment Outcomes and Performance Pilot Studies Enhancement,93.238
Mental Health Clinical and AIDS Service-Related Training Grants,93.244
Public Health Training Centers Program,93.249
Healthy Communities Access Program,93.252
Infant Adoption Awareness Training,93.254
State Health Access Program,93.256
Rural Access to Emergency Devices Grant and Public Access to Defibrillation Demonstration Grant,93.259
Scaling the National Diabetes Prevention Program to Priority Populations,93.261
Comprehensive Geriatric Education Program (CGEP),93.265
State Grants for Protection and Advocacy Services,93.267
Alcohol Research Career Development Awards for Scientists and Clinicians,93.271
Alcohol National Research Service Awards for Research Training,93.272
Substance Abuse and Mental Health Services-Access to Recovery,93.275
Mental Health Research Career/Scientist Development Awards,93.281
Mental Health National Research Service Awards for Research Training,93.282
National Institutes of Health Pediatric Research Loan Repayment Program,93.285
"President's Council on Fitness, Sports, and Nutrition",93.289
National Community Centers of Excellence in Women's Health,93.290
National Public Health Improvement Initiative,93.292
Supporting Permanent Placements of Foster Care Children Through Electronic Records Exchange,93.293
Mentoring Partnership Program - Protege,93.294
Intergenerational Approaches to HIV/AIDS Prevention Education with Women across The Lifespan Pilot Program,93.295
State Partnership Grant Program to Improve Minority Health,93.296
PPHF 2018: Office of Smoking and Health-National State-Based Tobacco Control Programs-Financed in part by 2018 Prevention and Public Health funds (PPHF),93.305
National Institute on Minority Health and Health Disparities (NIMHD) Extramural Loan Repayment Programs,93.308
Mobilization For Health: National Prevention Partnership Awards,93.311
"Child Development and, Surveillance, Research and Prevention",93.312
National Implementation and Dissemination for Chronic Disease Prevention,93.328
Skills Training and Health Workforce Development of Paraprofessionals Grant Program,93.329
Leadership in Public Health Social Work Education Grant Program,93.330
Partnerships to Improve Community Health,93.331
Reducing the Effects Attributed to Commercial Tobacco use by Tribes (REACTT),93.335
Foreign Public Health Construction,93.338
Public Health Conference Support,93.339
Trusted Exchange Framework and Common Agreement (TEFCA) Recognized Coordinating Entity (RCE) Cooperative Agreement,93.347
"Prevention and Control of Chronic Disease and Associated Risk Factors in the U.S. Affiliated Pacific Islands, U.S. Virgin Islands, and Puerto Ri",93.357
Advanced Education Nursing Traineeships,93.358
Assistive Technology National Activities,93.362
Flexible Alternatives for State Transformation Model,93.363
Multiple Approaches to Support Young Breast Cancer Survivors and Metastatic Breast Cancer Patients,93.373
Multiple Approaches to Support Young Breast Cancer Survivors and Metastatic Breast Cancer Patients,93.374
The CDC Public Health Cancer Genomics Program: Translating Research into Public Health Practice,93.380
"Emergency Triage, Treat, and Transport (ET3) Model",93.381
National Center for Research Resources,93.389
Cancer Construction,93.392
National Health Service Corps Scholarship Program,93.400
ARRA - National Health Service Corps Loan Repayment,93.401
ARRA - State Loan Repayment Program,93.402
ARRA Grants for Training in Primary Care Medicine and Dentistry Training and Enhancement,93.403
ARRA – Dental Public Health Residency Training Grants,93.404
ARRA - Public Health Traineeship Program,93.405
NURSE Corps Loan Repayment Program,93.406
ARRA - Scholarships for Disadvantaged Students,93.407
Faculty Loan Repayment Programs,93.409
ARRA – Licensure Portability Grant Program,93.410
ARRA – Equipment to Enhance Training for Health Professionals,93.411
ARRA - Preventive Medicine Residency Program,93.412
The State Flexibility to Stabilize the Market Grant Program,93.413
ARRA - State Primary Care Offices,93.414
ARRA - Centers of Excellence,93.415
ARRA - Health Careers Opportunity Program,93.416
ARRA - Nursing Workforce Diversity,93.417
ARRA - Emergency Medical Services for Children,93.418
ARRA - Maternal and Child Health (MCH) Pediatric Research Network Program,93.419
ARRA - Community Health Applied Research Network,93.420
NON-ACA/PPHF—Building Capacity of the Public Health System to Improve Population Health through National Nonprofit Organizations,93.424
Centers for Disease Control and Prevention - Resident Postdoctoral Program in Microbiology,93.425
PPHF 2018: Prevention Health and Health Services – Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation’s Health – financed in part by Prevention and Public Health Funds (PPHF),93.430
The Innovative Cardiovascular Health Program,93.435
PPHF2018-National Organization for Chronic Disease Prevention and Health Promotion-financed in part by 2018 Prevention and Public Health Funds,93.437
National Project Management of the Healthcare Communities Knowledge Gateway,93.440
Special Diabetes Program for Indians (SDPI) Diabetes Prevention and Healthy Heart Initiative,93.442
Health Promotion/Disease Prevention Program for American Indians and Alaska Natives,93.443
Food Safety and Security Monitoring Project,93.448
Ruminant Feed Ban Support Project,93.449
The Linkage to Life Program: Rebuilding Broken Bridges for Minority Families Impacted by HIV/AIDS.,93.451
Health Improvement for Re-entering Ex-offenders Initiative (HIRE) HIV/AIDS,93.452
Coalition for a Healthier Community,93.453
HRSA COVID-19 Claims Reimbursement for the Uninsured Program and the COVID-19 Coverage Assistance Fund,93.461
Strengthening the Technical Advancement & Readiness of Public Health via Health Information Exchange Program,93.462
Building Capacity of the Public Health System to Address Ebola Through National Nonprofit Organizations,93.466
TANF Policy Academy for Innovative Employment Strategies (PAIES),93.475
Preventing Maternal Deaths: Supporting Maternal Mortality Review Committees,93.478
Accelerating State Pediatric Innovation Readiness and Effectiveness (ASPIRE) Model,93.487
Provider Relief Fund and American Rescue Plan (ARP) Rural Distribution,93.498
Low Income Household Water Assistance Program,93.499
Pregnancy Assistance Fund Program,93.500
School-Based Health Centers Capital Program,93.501
Affordable Care Act (ACA) Infrastructure to Expand Access to Care,93.502
Affordable Care Act (ACA) Nursing Assistant and Home Health Aide Program,93.503
"Affordable Care Act (ACA) Maternal, Infant, and Early Childhood Home Visiting Program",93.505
ACA Nationwide Program for National and State Background Checks for Direct Patient Access Employees of Long Term Care Facilities and Providers,93.506
PPHF National Public Health Improvement Initiative,93.507
"Affordable Care Act (ACA) Tribal Maternal, Infant, and Early Childhood Home Visiting Program",93.508
Affordable Care Act (ACA) State Health Care Workforce Development Grants,93.509
Affordable Care Act (ACA) Primary Care Residency Expansion Program,93.510
Affordable Care Act (ACA) Grants to States for Health Insurance Premium Review,93.511
Affordable Care Act (ACA) Personal and Home Care Aide State Training Program (PHCAST),93.512
Affordable Care Act (ACA) Advanced Nursing Education Expansion Initiative,93.513
Affordable Care Act (ACA) Expansion of Physician Assistant Training Program,93.514
Affordable Care Act (ACA) Nurse-Managed Health Clinics,93.515
Affordable Care Act – Aging and Disability Resource Center,93.517
Affordable Care Act - Medicare Improvements for Patients and Providers,93.518
Affordable Care Act (ACA) – Consumer Assistance Program Grants,93.519
Centers for Disease Control and Prevention –Affordable Care Act (ACA) – Communities Putting Prevention to Work,93.520
"The Affordable Care Act: Building Epidemiology, Laboratory, and Health Information Systems Capacity in the Epidemiology and Laboratory Capacity for Infectious Disease (ELC) and Emerging Infections Program (EIP) Cooperative Agreements; PPHF",93.521
Affordable Care Act (ACA) Prevention Center for Healthy Weight,93.522
The Affordable Care Act: Human Immunodeficiency Virus (HIV) Prevention and Public Health Fund Activities,93.523
"Building Capacity of the Public Health System to Improve Population Health through National, Non-Profit Organizations- financed in part by Prevention and Public Health Funds (PPHF)",93.524
State Planning and Establishment Grants for the Affordable Care Act (ACA)’s Exchanges,93.525
National Forum for State and Territorial Chief Executives,93.528
Pre-existing Condition Insurance Program (PCIP),93.529
PPHF - Community Transformation Grants and National Dissemination and Support for Community Transformation Grants - financed solely by Prevention and Public Health Funds,93.531
Prevention and Public Health Fund  (Affordable Care Act): Enhanced Surveillance for New Vaccine Preventable Disease,93.533
Affordable Care Act (ACA) Childhood Obesity Research Demonstration,93.535
The Affordable Care Act Medicaid Incentives for Prevention of Chronic Disease Demonstration Project,93.536
Affordable Care Act Medicaid Emergency Psychiatric Demonstration,93.537
Affordable Care Act - National Environmental Public Health Tracking Program-Network Implementation,93.538
PPHF Capacity Building Assistance to Strengthen Public Health Immunization Infrastructure and Performance financed in part by Prevention and Public Health Funds,93.539
Affordable Care Act Streamlined surveillance for ventilator-associated pneumonia: Reducing burden and demonstrating preventability; and Prevention and Public Health Fund,93.540
The Patient Protection and Affordable Care Act of 2010 (ACA),93.541
Health Promotion and Disease Prevention Research Centers: PPHF - Affordable Care Act Projects,93.542
The Patient Protection and Affordable Care Act of 2010 (Affordable Care Act) authorizes Coordinated Chronic Disease prevention and Health Promotion Program,93.544
Consumer Operated and Oriented Plan [CO-OP] Program,93.545
Early Retiree Reinsurance Program,93.546
National Health Service Corps,93.547
"PPHF: State Nutrition, Physical Activity, and Obesity Programs - financed in part by PPHF",93.548
Affordable Care Act (ACA) The Primary Care Services Resource Coordination and Development Program,93.549
Abandoned Infants,93.551
Refugee and Entrant Assistance Targeted Assistance Grants,93.584
Job Opportunities for Low-Income Individuals,93.593
Child Support Enforcement Demonstrations and Special Projects,93.601
Assets for Independence Demonstration Program,93.602
Affordable Care Act - Preparedness and Emergency Response Learning Centers,93.606
Affordable Care Act - Preparedness and Emergency Response Research Centers: A Public Health Systems Approach,93.607
The Affordable Care Act – Medicaid Adult Quality Grants,93.609
Strong Start for Mothers and Newborns,93.611
President's Committee for People with Intellectual Disabilities (PCPID),93.613
"Maternal, Infant, and Early Childhood Home Visiting Research Programs",93.615
Mentoring Children of Prisoners,93.616
Voting Access for Individuals with Disabilities_Grants to States,93.617
Affordable Care Act Initiative to Reduce Avoidable Hospitalizations among Nursing Facility Residents,93.621
Coordinating Center for Interprofessional Education and Collaborative Practice,93.622
Community Health Access and Rural Transformation (CHART) Model,93.624
Affordable Care Act State Health Insurance Assistance Program (SHIP) and Aging and Disability Resource Center (ADRC) Options Counseling for Medicare-Medicaid Individuals in States with Approved Financial Alignment Models,93.626
Affordable Care Act: Testing Experience and Functional Assessment Tools,93.627
Affordable Care Act Implementation Support for State Demonstrations to Integrate Care for Medicare-Medicaid Enrollees,93.628
Affordable Care Act Community Health Applied Research Network (CHARN),93.629
ACA - Reinvestment of Civil Money Penalties to Benefit Nursing Home Residents,93.636
ACA-Transforming Clinical Practice Initiative: Practice Transformation Networks (PTNs),93.638
Section 9813: State Planning Grants for Qualifying Community-Based Mobile Crisis Intervention Services,93.639
Adult Medicaid Quality: Improving Maternal and Infant Health Outcomes in Medicaid and CHIP,93.644
ACA – Testing a Model of Data Aggregation under the Comprehensive Primary Care initiative,93.646
Accountable Health Communities,93.650
“Transforming Clinical Practice Initiative (TCPI) – Support and Alignment Network (SAN) 2.0”,93.651
"Extramural Research Facilities Restoration Program: Hurricanes Harvey, Maria, and Irma – Construction",93.662
